ID,Brand,Model,Type,Connectivity,Driver Type,Freq Low (Hz),Freq High (Hz),Impedance (Ω),Sensitivity (dB),THD (%),Cable Length (m),Weight (g),Microphone,Noise Cancellation,Foldable,Battery (hrs),BT Version,Codecs,Charging Port,Water Rating,Color,Price (USD),Release Year,Warranty (yrs),Avg Rating,Review Count,Primary Use,Form Factor,Open/Closed
118,Sennheiser,IE865,Wired,3.5mm,Balanced Armature,10,40000,120,91.4,0.0037,1,5.7,False,False,False,,,,,None,Navy,370,2022,2,3.7,2138,Music/Casual,In-Ear,Closed
119,Denon,Air 4,Wireless,Bluetooth,Dynamic,10,24000,16,100.5,0.0085,,5.3,True,True,False,10.7,5.0,"AAC,SBC",Micro-USB,IP55,Space Gray,220,2022,2,4.2,1431,Work/Office,In-Ear,Closed
120,Apple,Flow 4,Wireless,Bluetooth,Dynamic,20,22000,32,102.4,0.0136,,8.2,True,True,True,26.7,5.3,"AAC,SBC",USB-C,None,Forest Green,240,2023,2,4.6,956,Gaming,In-Ear,Closed
121,Status Audio,EW194,Wired,3.5mm,Dynamic,10,20000,100,104.8,0.0079,1,27.4,False,False,False,,,,,None,Black,180,2017,1,4,2716,Hi-Fi/Reference,In-Ear,Closed
122,Status Audio,Apex 900,Wireless,Bluetooth,Dynamic,20,25000,24,100.9,0.0045,,242,True,True,False,67.2,5.3,"LDAC,AAC,SBC",Lightning,IPX2,Graphite,190,2019,1,4.7,891,Hi-Fi/Reference,Over-Ear,Closed
123,Meze,E32,Wired,3.5mm,Balanced Armature,15,30000,12,100.5,0.0095,1.2,18.5,False,False,False,,,,,None,Midnight Blue,490,2021,2,4.5,589,Gaming,In-Ear,Closed
124,Master & Dynamic,Flow X,Wireless,Bluetooth,Hybrid,20,20000,18,107.2,0.0141,,11.7,True,True,False,19.4,5.1,"aptX,AAC,SBC",USB-C,None,Black,250,2019,2,3.9,3508,Hi-Fi/Reference,In-Ear,Closed
125,Sensaphonics,HE467,Wired,3.5mm,Dynamic,10,30000,12,110.2,0.0014,1.2,21.8,True,False,False,,,,,None,Silver,150,2018,2,4.1,1015,Sport/Fitness,In-Ear,Closed
126,Philips,RE85,Wired,3.5mm,Balanced Armature,10,30000,12,92.1,0.0025,1.2,8.7,False,False,False,,,,,IPX2,Black,720,2017,3,4.1,2129,Sport/Fitness,In-Ear,Closed
127,Shure,SRH 150X,Wired,3.5mm,Dynamic,8,50000,100,95.4,0.0032,2.5,400,False,False,False,,,,,None,Cream,90,2023,1,3.3,1600,Commuting/Travel,Over-Ear,Closed
128,JBL,Drops Pro,Wireless,Bluetooth,Dynamic,20,22000,22,110.6,0.0074,,7.6,True,True,False,28.9,5.3,"LHDC,AAC,SBC",USB-C,IPX8,Cream,190,2020,2,4.6,2112,Music/Audiophile,In-Ear,Closed
129,Tin HiFi,N242,Wired,3.5mm,Dynamic,14,50000,100,106,0.0031,1.2,6.8,True,False,False,,,,,IPX4,Cosmic Black,160,2016,3,4.3,81,Studio/Pro,In-Ear,Closed
130,KZ,HD 800 Studio,Wired,3.5mm,Planar,8,30000,47,91.6,0.0092,3,314,False,False,False,,,,,None,Gunmetal,740,2020,3,4.5,1667,Music/Audiophile,Over-Ear,Open
131,Bang & Olufsen,Sport X,Wireless,Bluetooth,Dynamic,15,40000,47,102,0.011,,231,True,False,False,25.6,5.1,"LDAC,AAC,SBC",USB-C,IP54,Forest Green,250,2021,1,4.5,1147,Budget/Everyday,Over-Ear,Closed
132,Audio-Technica,HE847,Wired,3.5mm,Balanced Armature,20,20000,18,93.8,0.0098,1.2,22.8,False,False,False,,,,,IPX2,Graphite,440,2021,2,3.6,178,Budget/Everyday,In-Ear,Closed
133,AKG,T820,Wired,3.5mm,Balanced Armature,15,50000,8,94.9,0.0089,1,24.3,True,False,False,,,,,IPX4,Space Gray,510,2019,1,4.4,41,Music/Audiophile,In-Ear,Closed
134,Letshuoer,SR 500Pro,Wired,3.5mm,Dynamic,8,50000,47,95.1,0.007,1.5,499,False,False,False,,,,,None,Rose Gold,270,2019,1,4.4,350,Commuting/Travel,Over-Ear,Closed
135,Plantronics,Go X,Wireless,Bluetooth,Dynamic,18,25000,24,100.5,0.0145,,348,True,True,False,66.7,Multipoint 5.3,"LHDC,AAC,SBC",USB-C,IP54,Red,120,2021,2,5,2468,Work/Office,Over-Ear,Closed
136,Dan Clark Audio,EW665,Wired,3.5mm,Hybrid,20,30000,18,94.2,0.0079,1,23.5,False,False,False,,,,,IPX2,Dark Green,190,2022,2,4.5,332,Commuting/Travel,In-Ear,Closed
137,JBL,HE753,Wired,3.5mm,Planar,10,50000,25,113.7,0.0086,1.5,9.2,True,False,False,,,,,IPX4,Indigo,170,2017,2,4.5,1944,Music/Audiophile,In-Ear,Closed
138,1MORE,Veritas X,Wireless,Bluetooth,Electrostatic,5,30000,24,101,0.0177,,269,True,True,False,39.1,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX8,Matte Black,160,2020,2,4,1171,Hi-Fi/Reference,Over-Ear,Open
139,HIFIMAN,Air 2,Wireless,Bluetooth,Hybrid,15,40000,16,101.6,0.0082,,7.4,True,False,True,33.7,4.2,"aptX HD,aptX,AAC,SBC",USB-C,IPX2,Rose Gold,100,2021,2,4.3,1929,Studio/Pro,In-Ear,Closed
140,1MORE,Fit 200,Wireless,Bluetooth,Dynamic,18,40000,18,104.1,0.0138,,6.9,True,True,False,14.2,4.2,"aptX,AAC,SBC",USB-C,IP55,Cosmic Black,130,2019,1,4.1,247,Gaming,In-Ear,Closed
141,Status Audio,EW799,Wired,3.5mm,Dynamic,5,20000,8,109.3,0.0048,1.2,7.8,False,False,False,,,,,None,Indigo,190,2020,2,3.9,726,Sport/Fitness,In-Ear,Closed
142,Shure,DCA 900,Wired,3.5mm,Electrostatic,12,25000,100,105,0.0147,2,446,True,False,True,,,,,None,Champagne,350,2020,1,3.9,4247,Commuting/Travel,Over-Ear,Closed
143,Empire Ears,RE162,Wired,3.5mm,Dynamic,10,22000,100,117.7,0.0037,1.2,6.2,False,False,False,,,,,None,Midnight Blue,220,2018,1,4.1,1881,Music/Audiophile,In-Ear,Closed
144,Beyerdynamic,SE689,Wired,3.5mm,Planar,15,30000,12,100.4,0.0041,1,14.2,True,False,False,,,,,IPX2,Pearl White,520,2023,2,4.2,172,Music/Audiophile,In-Ear,Closed
145,Beats,Go 1000,Wireless,Bluetooth,Dynamic,15,40000,32,101.4,0.0079,,4.4,True,True,False,27.4,5.3,"AAC,SBC",USB-C,IPX7,Black,190,2020,1,4.5,6640,Gaming,In-Ear,Closed
146,Panasonic,Go 1000,Wireless,Bluetooth,Planar,10,20000,18,106.1,0.0086,,8,True,False,False,34.8,5.3,"AAC,SBC",USB-C,IP57,Gunmetal,150,2019,1,4.2,1116,Bass/Casual,In-Ear,Closed
147,Etymotic,HD 500 Monitor,Wired,3.5mm,Dynamic,18,22000,32,104.8,0.0162,1.2,90,False,False,False,,,,,None,Graphite,110,2022,1,3.2,75,Bass/Casual,On-Ear,Open
148,Wyze,Sound 900,Wireless,Bluetooth,Balanced Armature,20,20000,16,109.1,0.0057,,6.7,True,True,True,27.9,5.3,"AAC,SBC",Micro-USB,IPX8,Red,250,2024,1,4.5,132,Music/Audiophile,In-Ear,Closed
149,Anker Soundcore,Everest 500,Wireless,Bluetooth,Dynamic,5,30000,47,103.2,0.0193,,224,True,False,True,34.6,5.2,"aptX,AAC,SBC",Micro-USB,IPX8,Matte Black,150,2021,1,3.8,1683,Sport/Fitness,Over-Ear,Closed
150,Sennheiser,Pods 5,Wireless,Bluetooth,Dynamic,18,40000,18,101.7,0.0102,,11.1,True,False,False,45,5.2,"LDAC,aptX,AAC,SBC",USB-C,IP54,Brown,260,2022,1,4.5,351,Gaming,In-Ear,Closed
151,Sensaphonics,ATH 600 Limited,Wired,3.5mm,Dynamic,12,40000,250,102.1,0.0136,3,300,True,False,False,,,,,None,Graphite,230,2022,1,3.4,67,Work/Office,Over-Ear,Closed
152,Moondrop,K 100,Wired,3.5mm,Dynamic,4,30000,300,91.8,0.0133,3,503,False,False,True,,,,,None,Cream,150,2024,2,4.5,2458,Commuting/Travel,Over-Ear,Closed
153,Shure,SRH 600,Wired,3.5mm,Dynamic,5,50000,150,103.6,0.0091,3,269,False,False,True,,,,,None,Pearl White,210,2019,2,4.9,1704,Music/Casual,Over-Ear,Closed
154,Beats,Sport Pro,Wireless,Bluetooth,Electrostatic,10,30000,64,102,0.0091,,341,True,True,True,66,4.2,"AAC,SBC",USB-C,IPX7,White,310,2020,2,4.3,3644,Bass/Casual,Over-Ear,Closed
155,Logitech,Nano 900,Wireless,Bluetooth,Electrostatic,5,40000,32,100.2,0.0184,,310,True,True,True,52.2,5.3,"AAC,SBC",Lightning,IPX8,Black,220,2022,1,4.2,1084,Commuting/Travel,Over-Ear,Closed
156,Monolith,T832,Wired,3.5mm,Dynamic,20,22000,32,104.4,0.0095,1,27.3,False,False,False,,,,,None,Sand,50,2024,3,3.6,5468,Music/Audiophile,In-Ear,Closed
157,Status Audio,Core 1000,Wireless,Bluetooth,Planar,10,20000,16,102.1,0.006,,4.6,True,False,True,35.6,4.2,"aptX HD,aptX,AAC,SBC",Micro-USB,IPX4,White,160,2024,1,4.3,1355,Music/Audiophile,In-Ear,Closed
158,Panasonic,Air X,Wireless,Bluetooth,Planar,10,24000,32,104.6,0.0129,,4.2,True,False,False,14.6,5.3,"aptX HD,aptX,AAC,SBC",USB-C,IPX8,Sand,110,2019,2,4.2,6961,Work/Office,In-Ear,Closed
159,Westone,HE990,Wired,3.5mm,Dynamic,5,20000,64,105,0.0095,1.2,9.8,False,False,False,,,,,None,Midnight Blue,130,2021,1,4.4,930,Sport/Fitness,In-Ear,Closed
160,Sony,SR 1000,Wired,3.5mm,Dynamic,15,22000,100,91.8,0.0114,2.5,533,False,False,False,,,,,None,Sand,280,2021,1,3.9,515,Gaming,Over-Ear,Closed
161,Bowers & Wilkins,Ultra,Wireless,Bluetooth,Dynamic,8,40000,50,103,0.0077,,265,True,True,False,55.5,5.2,"LDAC,AAC,SBC",USB-C,IPX4,Navy,310,2023,1,4.5,1754,Sport/Fitness,Over-Ear,Closed
162,Skullcandy,Active 500,Wireless,Bluetooth,Electrostatic,15,35000,24,106.7,0.0124,,298,True,False,False,50.8,4.2,"LDAC,AAC,SBC",Micro-USB,None,Matte Black,160,2022,2,4,14766,Hi-Fi/Reference,Over-Ear,Closed
163,Tribit,Tune 3,Wireless,Bluetooth,Dynamic,12,20000,40,106.4,0.0149,,217,True,False,False,55.4,5.3,"LDAC,AAC,SBC",Lightning,None,Pearl White,90,2023,2,4.5,853,Commuting/Travel,On-Ear,Closed
164,Monolith,RHA490,Wired,3.5mm,Dynamic,10,20000,120,107.7,0.0035,1.5,11.1,False,False,False,,,,,None,Dark Green,80,2024,3,4.4,353,Bass/Casual,In-Ear,Closed
165,HyperX,Sparks 1000,Wireless,Bluetooth,Hybrid,15,22000,16,106.2,0.0064,,5.2,True,False,False,40.2,5.3,"aptX,AAC,SBC",Lightning,None,Pearl White,140,2019,1,4.6,3186,Music/Audiophile,In-Ear,Closed
166,Logitech,Sport 300,Wireless,Bluetooth,Dynamic,10,25000,16,95.7,0.0089,,138,True,False,True,21.9,5.3,"LDAC,AAC,SBC",USB-C,IPX8,Cosmic Black,190,2021,2,4.7,24992,Studio/Pro,On-Ear,Closed
167,Monoprice,Sport 500,Wireless,Bluetooth,Balanced Armature,15,24000,32,107.2,0.0038,,7,True,True,True,31.9,5.0,"LDAC,AAC,SBC",Micro-USB,IP57,Forest Green,210,2019,1,4.7,16119,Hi-Fi/Reference,In-Ear,Closed
168,Apple,Series 3,Wireless,Bluetooth,Balanced Armature,20,40000,22,110.5,0.0114,,7.4,True,True,False,17.6,5.3,SBC,USB-C,IPX8,Dark Green,190,2024,2,4.6,2375,Budget/Everyday,In-Ear,Closed
169,Koss,EW622,Wired,3.5mm,Dynamic,20,20000,120,93.3,0.0011,1.5,9.7,False,False,False,,,,,None,Black,120,2021,2,3.8,1462,Sport/Fitness,In-Ear,Closed
170,Focal,Everest X,Wireless,Bluetooth,Planar,10,35000,32,104.8,0.0098,,225,True,True,False,39.8,5.2,SBC,Lightning,IP55,Forest Green,210,2024,1,4.5,745,Gaming,Over-Ear,Open
171,Shure,E174,Wired,3.5mm,Dynamic,8,40000,64,92.5,0.0034,1.2,6.8,False,False,False,,,,,None,Silver,240,2016,2,4.1,1518,Hi-Fi/Reference,In-Ear,Closed
172,JBL,DCA 250X,Wired,3.5mm,Dynamic,20,20000,120,95,0.0055,1.2,146,False,False,False,,,,,None,Cosmic Black,170,2018,1,4.5,501,Bass/Casual,On-Ear,Closed
173,JBL,Series 700,Wireless,Bluetooth,Planar,20,20000,22,102.1,0.0091,,8.5,True,False,False,24.9,5.1,"AAC,SBC",Lightning,IPX2,Pearl White,110,2022,1,3.9,1875,Budget/Everyday,In-Ear,Closed
174,Etymotic,HE994,Wired,3.5mm,Balanced Armature,5,40000,12,97.2,0.0044,1,20.6,False,False,False,,,,,IPX4,Matte Black,260,2019,2,4.3,1728,Music/Audiophile,In-Ear,Closed
175,OnePlus,Air 3,Wireless,Bluetooth,Balanced Armature,20,22000,18,108.8,0.0135,,5.7,True,True,False,45.9,5.1,"AAC,SBC",Micro-USB,IPX8,Champagne,230,2019,1,4.6,11492,Bass/Casual,In-Ear,Closed
176,Monolith,N332,Wired,3.5mm,Dynamic,8,50000,25,101.1,0.0078,1,6.2,False,False,False,,,,,IPX2,Graphite,240,2022,2,3.5,64,Budget/Everyday,In-Ear,Closed
177,Truthear,HE715,Wired,3.5mm,Dynamic,15,20000,32,100.1,0.0088,1,17.6,True,False,False,,,,,None,Carbon,140,2019,2,4.4,472,Music/Casual,In-Ear,Closed
178,Sivga,K 500Pro,Wired,3.5mm,Dynamic,4,50000,100,104.5,0.0092,2.5,269,True,False,False,,,,,None,Navy,320,2018,2,3.8,722,Bass/Casual,Over-Ear,Open
179,Cleer,Ultra 700,Wireless,Bluetooth,Dynamic,5,30000,50,98.7,0.0091,,301,True,False,True,25.5,5.0,SBC,USB-C,IPX4,Graphite,130,2024,1,4.2,694,Studio/Pro,Over-Ear,Closed
180,Audio-Technica,Sport X,Wireless,Bluetooth,Hybrid,18,40000,18,110.4,0.0107,,11.4,True,True,False,28.9,Multipoint 5.3,"AAC,SBC",USB-C,IP54,Gunmetal,230,2021,2,4.7,482,Gaming,In-Ear,Closed
181,Unique Melody,RHA287,Wired,3.5mm,Dynamic,15,40000,64,94.7,0.0087,1,21.7,False,False,False,,,,,IPX2,Matte Black,90,2020,1,4.1,838,Bass/Casual,In-Ear,Closed
182,DUNU,SR 100,Wired,3.5mm,Dynamic,5,50000,100,98,0.0036,3,493,False,False,False,,,,,None,Navy,270,2016,1,4.6,402,Bass/Casual,Over-Ear,Open
183,Audeze,T191,Wired,3.5mm,Dynamic,20,50000,25,115.4,0.0053,1,23.5,False,False,False,,,,,IPX4,Cosmic Black,120,2023,2,3.9,443,Budget/Everyday,In-Ear,Closed
184,Beyerdynamic,HE 990 Open,Wired,3.5mm,Dynamic,20,22000,32,97.9,0.0134,1.5,105,True,False,False,,,,,None,Black,70,2022,2,3.6,1673,Work/Office,On-Ear,Open
185,Fiio,RHA202,Wired,3.5mm,Balanced Armature,5,40000,100,97.6,0.0066,1,12.4,True,False,False,,,,,None,Sand,160,2018,1,4.8,493,Commuting/Travel,In-Ear,Closed
186,Cleer,One 900,Wireless,Bluetooth,Dynamic,4,25000,64,99.5,0.0122,,233,True,True,False,77.5,5.2,"aptX,AAC,SBC",USB-C,None,Space Gray,320,2024,1,3.9,3770,Budget/Everyday,Over-Ear,Open
187,Microsoft,Wings,Wireless,Bluetooth,Balanced Armature,10,20000,22,105.8,0.0066,,6.9,True,True,False,20.6,5.2,"LHDC,AAC,SBC",USB-C,None,Dark Green,140,2018,1,4.3,2412,Commuting/Travel,In-Ear,Closed
188,Etymotic,RE714,Wired,3.5mm,Dynamic,8,40000,12,109.2,0.004,1.5,6.4,True,False,False,,,,,None,Navy,190,2021,1,4.5,278,Budget/Everyday,In-Ear,Closed
189,Status Audio,SRH 900Pro,Wired,3.5mm,Electrostatic,12,30000,400,102.5,0.0045,1.5,390,False,False,False,,,,,None,Pearl White,620,2021,2,4.7,1033,Budget/Everyday,Over-Ear,Closed
190,EarFun,Signature 100,Wireless,Bluetooth,Dynamic,5,40000,48,105.5,0.0062,,323,True,True,False,60.9,5.3,"aptX Adaptive,aptX HD,AAC,SBC",Lightning,IPX2,Brown,230,2024,2,4.2,1205,Music/Audiophile,Over-Ear,Closed
191,Plantronics,Clear 500,Wireless,Bluetooth,Dynamic,18,20000,22,102.6,0.0116,,4.1,True,True,True,31.5,5.2,"AAC,SBC",Lightning,IPX7,Matte Black,170,2019,2,4.4,592,Gaming,In-Ear,Closed
192,Jomo Audio,K 600,Wired,3.5mm,Dynamic,12,22000,47,103.1,0.0089,1.5,268,True,False,False,,,,,None,Champagne,260,2019,3,3.8,2498,Sport/Fitness,Over-Ear,Closed
193,Bowers & Wilkins,Veritas Max,Wireless,Bluetooth,Dynamic,15,22000,40,106.9,0.0099,,157,True,True,True,36.8,5.2,"LDAC,AAC,SBC",Lightning,IPX7,Pearl White,200,2024,2,4.4,1020,Gaming,On-Ear,Open
194,Sivga,DT 900,Wired,3.5mm,Electrostatic,15,22000,32,96.6,0.0083,1.5,82,False,False,False,,,,,None,Cosmic Black,260,2020,3,4.3,147,Hi-Fi/Reference,On-Ear,Closed
195,SteelSeries,Active 700,Wireless,Bluetooth,Balanced Armature,15,40000,16,107.1,0.0066,,9.8,True,True,False,31.5,5.0,SBC,Micro-USB,IPX4,Graphite,220,2022,2,4.7,106,Music/Casual,In-Ear,Closed
196,1MORE,SR 50 Studio,Wired,3.5mm,Dynamic,12,25000,150,99,0.0049,1.2,436,False,False,True,,,,,None,Cream,300,2022,2,4.3,158,Music/Casual,Over-Ear,Open
197,Monoprice,Sport,Wireless,Bluetooth,Dynamic,8,30000,47,103.1,0.0063,,311,True,False,True,36.7,5.2,"LDAC,AAC,SBC",USB-C,IP55,Cream,150,2023,2,4.1,1145,Music/Audiophile,Over-Ear,Closed
198,EarFun,Tune 500,Wireless,Bluetooth,Electrostatic,6,30000,16,106.9,0.007,,323,True,True,False,53.2,5.0,"aptX,AAC,SBC",Lightning,IP55,Gunmetal,250,2019,1,4.1,2421,Work/Office,Over-Ear,Open
199,Anker Soundcore,Bass 2,Wireless,Bluetooth,Dynamic,20,22000,16,104.5,0.0139,,8.2,True,True,True,30.5,5.0,"LDAC,AAC,SBC",Lightning,IPX4,Cream,160,2020,1,4.5,749,Music/Audiophile,In-Ear,Closed
200,Bowers & Wilkins,Tune Pro,Wireless,Bluetooth,Dynamic,18,35000,48,95.2,0.0064,,374,True,True,False,46.9,5.0,"aptX HD,aptX,AAC,SBC",Lightning,None,Brown,330,2022,1,4.1,1667,Gaming,Over-Ear,Closed
201,Campfire Audio,MDR 600 Open,Wired,3.5mm,Dynamic,12,30000,80,92.7,0.0137,1.5,231,False,False,False,,,,,None,Black,360,2022,3,4.4,1326,Sport/Fitness,Over-Ear,Closed
202,Technics,Sound 2,Wireless,Bluetooth,Dynamic,15,40000,18,107.9,0.0098,,5.3,True,True,False,31.9,5.3,"LDAC,aptX,AAC,SBC",USB-C,IPX4,Cosmic Black,200,2018,2,4.6,7064,Hi-Fi/Reference,In-Ear,Closed
203,Sony,DT 990 Open,Wired,3.5mm,Dynamic,5,50000,32,96.5,0.0109,2.5,247,False,False,True,,,,,None,Navy,130,2023,2,4.1,832,Commuting/Travel,Over-Ear,Closed
204,Turtle Beach,Dots 500,Wireless,Bluetooth,Planar,20,22000,32,104.9,0.0035,,9.9,True,False,True,20.5,5.0,"aptX HD,aptX,AAC,SBC",Lightning,IP55,Brown,200,2021,1,4.5,2715,Bass/Casual,In-Ear,Closed
205,Apple,X 3,Wireless,Bluetooth,Dynamic,18,22000,32,100.5,0.0113,,181,True,True,False,42.9,5.3,"aptX,AAC,SBC",USB-C,IPX4,Pearl White,150,2018,2,4.4,334,Sport/Fitness,On-Ear,Closed
206,Audeze,RHA433,Wired,3.5mm,Hybrid,15,22000,100,92.5,0.0039,1.5,25.9,False,False,False,,,,,None,Pearl White,70,2018,1,4.4,1276,Bass/Casual,In-Ear,Closed
207,Kinera,HE 50Pro,Wired,3.5mm,Electrostatic,5,25000,60,103.8,0.0027,2,308,False,False,False,,,,,None,Space Gray,270,2023,2,3.7,135,Commuting/Travel,Over-Ear,Closed
208,Audio-Technica,True 4,Wireless,Bluetooth,Dynamic,10,22000,22,107.4,0.0097,,10.6,True,True,False,28.5,5.2,"AAC,SBC",USB-C,IPX7,Gunmetal,110,2018,1,4.2,2711,Music/Audiophile,In-Ear,Closed
209,Plantronics,Air 5,Wireless,Bluetooth,Electrostatic,4,20000,64,98.2,0.0093,,268,True,False,False,44.5,5.3,"LDAC,AAC,SBC",USB-C,IPX7,Red,130,2018,2,4.3,992,Studio/Pro,Over-Ear,Closed
210,Vision Ears,DCA 80 Monitor,Wired,3.5mm,Dynamic,10,40000,150,94.7,0.0095,3,324,False,False,False,,,,,None,Sand,240,2018,3,4.3,1675,Sport/Fitness,Over-Ear,Closed
211,Microsoft,Pro 200,Wireless,Bluetooth,Dynamic,12,25000,48,105.3,0.0066,,315,True,True,False,51.4,5.0,"LDAC,AAC,SBC",USB-C,IP54,White,210,2023,1,4.3,3231,Sport/Fitness,Over-Ear,Closed
212,Sony,MDR 300 Limited,Wired,3.5mm,Dynamic,15,25000,300,92.8,0.008,3,514,False,False,False,,,,,None,White,350,2023,2,3.5,1008,Gaming,Over-Ear,Closed
213,Philips,Nano 900,Wireless,Bluetooth,Electrostatic,15,22000,48,95.6,0.0163,,255,True,True,True,57.7,5.2,"AAC,SBC",Micro-USB,IP57,Rose Gold,180,2024,1,4.2,1793,Work/Office,Over-Ear,Open
214,Anker Soundcore,Tune X,Wireless,Bluetooth,Dynamic,12,30000,50,106.2,0.0083,,259,True,False,False,38.3,4.2,"aptX HD,aptX,AAC,SBC",Lightning,None,Champagne,250,2024,1,3.9,4251,Bass/Casual,Over-Ear,Closed
215,Apple,Nano Pro,Wireless,Bluetooth,Dynamic,10,40000,24,98.5,0.0063,,250,True,False,True,61.4,5.0,"LDAC,AAC,SBC",Micro-USB,IPX4,Black,150,2020,2,4,2072,Gaming,Over-Ear,Closed
216,V-MODA,Zen 700,Wireless,Bluetooth,Dynamic,4,30000,50,94.7,0.0095,,216,True,True,True,45.3,5.2,SBC,USB-C,None,Space Gray,330,2021,1,4.4,18069,Gaming,Over-Ear,Closed
217,V-MODA,Core 5,Wireless,Bluetooth,Balanced Armature,20,24000,32,105.6,0.0144,,5.1,True,False,False,38.5,5.2,"LDAC,AAC,SBC",USB-C,IP55,Midnight Blue,160,2022,1,4.5,9044,Budget/Everyday,In-Ear,Closed
218,Anker Soundcore,Tune 2,Wireless,Bluetooth,Dynamic,5,25000,48,103.1,0.0165,,296,True,False,True,34.9,5.3,"LDAC,AAC,SBC",Lightning,None,Carbon,160,2021,2,4.1,465,Gaming,Over-Ear,Closed
219,TOZO,Dots 4,Wireless,Bluetooth,Balanced Armature,10,40000,22,106.7,0.0129,,5.4,True,True,False,19.3,5.3,"aptX HD,aptX,AAC,SBC",Micro-USB,IPX7,Graphite,340,2021,1,4.4,4812,Music/Audiophile,In-Ear,Closed
220,Bang & Olufsen,Rhythm 5,Wireless,Bluetooth,Dynamic,8,22000,50,106.3,0.0081,,343,True,False,False,38.7,5.1,"aptX HD,aptX,AAC,SBC",Lightning,IPX7,Pearl White,250,2023,1,4.7,2889,Hi-Fi/Reference,Over-Ear,Open
221,Kinera,DT 50 Limited,Wired,3.5mm,Dynamic,10,50000,600,97.1,0.0061,2.5,342,False,False,False,,,,,None,Navy,140,2022,3,3.8,127,Gaming,Over-Ear,Open
222,UE,ATH 100,Wired,3.5mm,Dynamic,15,35000,60,91.5,0.0103,2.5,501,False,False,True,,,,,None,Graphite,130,2022,3,4.2,1126,Studio/Pro,Over-Ear,Closed
223,Philips,Drops Pro,Wireless,Bluetooth,Planar,20,24000,16,107,0.0145,,4.6,True,True,False,26.6,5.3,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,None,Matte Black,270,2023,2,4.3,2441,Bass/Casual,In-Ear,Closed
224,AKG,SRH 600,Wired,3.5mm,Dynamic,15,30000,250,96.4,0.0147,2,301,False,False,False,,,,,None,Matte Black,300,2016,3,4.5,1056,Sport/Fitness,Over-Ear,Open
225,Creative,Zen,Wireless,Bluetooth,Dynamic,10,25000,64,97.6,0.0156,,309,True,True,True,26.8,5.0,"aptX,AAC,SBC",USB-C,None,Gunmetal,280,2022,1,4.6,349,Hi-Fi/Reference,Over-Ear,Open
226,Dan Clark Audio,ER158,Wired,3.5mm,Dynamic,14,40000,18,108.5,0.0075,1,9.8,False,False,False,,,,,None,Graphite,180,2021,1,4.5,296,Budget/Everyday,In-Ear,Closed
227,Grado,Series 500,Wireless,Bluetooth,Dynamic,20,24000,16,101.2,0.0094,,6.8,True,False,False,22.4,5.3,"AAC,SBC",USB-C,IPX4,Pearl White,140,2024,2,4.4,951,Work/Office,In-Ear,Closed
228,Shure,MDR 900X,Wired,3.5mm,Dynamic,8,40000,32,102.1,0.0128,1.2,344,False,False,False,,,,,None,Rose Gold,280,2024,1,4.1,1850,Commuting/Travel,Over-Ear,Closed
229,Unique Melody,MDR 700,Wired,3.5mm,Dynamic,5,35000,600,104.5,0.0044,1.2,443,False,False,True,,,,,None,Gunmetal,220,2020,2,4.7,66950,Music/Casual,Over-Ear,Closed
230,Meze,EW175,Wired,3.5mm,Balanced Armature,14,30000,8,97.2,0.0083,1,15.1,True,False,False,,,,,None,Carbon,210,2023,1,4.2,134,Work/Office,In-Ear,Closed
231,Philips,Vibe 700,Wireless,Bluetooth,Dynamic,6,40000,32,106.7,0.0128,,293,True,True,True,47.1,4.2,SBC,Micro-USB,IP54,Forest Green,250,2024,2,4.6,26762,Studio/Pro,Over-Ear,Closed
232,HIFIMAN,Drops 200,Wireless,Bluetooth,Dynamic,10,24000,22,101,0.0085,,10.1,True,False,False,24.5,5.1,"aptX HD,aptX,AAC,SBC",USB-C,IPX8,Dark Green,170,2023,1,4.8,2898,Music/Audiophile,In-Ear,Closed
233,Koss,LCD 900X,Wired,3.5mm,Planar,5,35000,250,91.1,0.009,2,375,True,False,True,,,,,None,Matte Black,140,2023,1,4.5,8242,Bass/Casual,Over-Ear,Open
234,Jabra,Clear,Wireless,Bluetooth,Balanced Armature,10,22000,16,110.9,0.0128,,4.8,True,True,True,46.8,5.3,"aptX,AAC,SBC",USB-C,IPX8,Space Gray,160,2022,1,4.6,254,Music/Audiophile,In-Ear,Closed
235,Shure,HE 300,Wired,3.5mm,Dynamic,18,20000,32,100.1,0.01,1.2,107,False,False,False,,,,,None,Space Gray,130,2022,1,4.3,123,Hi-Fi/Reference,On-Ear,Closed
236,Panasonic,Pods X,Wireless,Bluetooth,Balanced Armature,18,40000,32,108.3,0.0055,,9.1,True,True,False,8.6,5.0,SBC,Micro-USB,IPX8,Matte Black,180,2022,2,4,4804,Sport/Fitness,In-Ear,Closed
237,Campfire Audio,HE438,Wired,3.5mm,Dynamic,15,20000,32,114.2,0.0099,1.5,10,False,False,False,,,,,None,Midnight Blue,60,2019,2,3.7,6417,Commuting/Travel,In-Ear,Closed
238,Logitech,Veritas 700,Wireless,Bluetooth,Electrostatic,4,30000,48,95.6,0.0182,,330,True,False,False,38.7,5.0,SBC,Lightning,None,Rose Gold,130,2022,2,4,3102,Music/Audiophile,Over-Ear,Open
