brand,model,type,connectivity,driver_type,freq_low_hz,freq_high_hz,impedance_ohm,sensitivity_db,thd_percent,weight_g,microphone,noise_cancellation,foldable,battery_hrs,bt_version,codecs,charging_port,water_rating,color,price_usd,release_year,warranty_yrs,avg_rating,review_count,primary_use,form_factor,price_segment,rating_category,battery_category,warranty_category,product_name
pTron,Bassbuds Duo,Wireless,Bluetooth,Planar,10,20000,32,105.2,0.0033,10.4,True,True,True,22.0,5.0,"aptX,AAC,SBC",USB-C,Not Rated,Dark Green,130,2020,1,4.1,1278,Bass/Casual,In-Ear,Mid-Range,Good,Medium,Standard,pTron Bassbuds Duo
Huawei,FreeBuds 4i,Wireless,Bluetooth,Balanced Armature,20,20000,22,107.8,0.0111,4.2,True,True,False,40.0,5.3,"aptX,AAC,SBC",USB-C,IP54,Pearl White,190,2022,1,3.9,2230,Sport/Fitness,In-Ear,Mid-Range,Average,High,Standard,Huawei FreeBuds 4i
Oppo,Enco X,Wireless,Bluetooth,Balanced Armature,10,24000,16,100.9,0.0034,4.9,True,True,True,28.7,5.2,"AAC,SBC",USB-C,IP54,Rose Gold,210,2020,2,4.7,761,Work/Office,In-Ear,Mid-Range,Excellent,Medium,Extended,Oppo Enco X
OnePlus,Nord Buds 2R,Wireless,Bluetooth,Planar,10,40000,18,110.4,0.0057,9.8,True,False,True,39.2,5.1,"aptX,AAC,SBC",USB-C,IP54,Matte Black,100,2019,2,4.4,2216,Gaming,In-Ear,Mid-Range,Good,Medium,Extended,OnePlus Nord Buds 2R
Sony,LinkBuds S,Wireless,Bluetooth,Dynamic,15,24000,32,105.5,0.0099,9.9,True,False,False,20.4,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IP54,Gunmetal,210,2020,2,4.5,615,Music/Casual,In-Ear,Mid-Range,Excellent,Medium,Extended,Sony LinkBuds S
boAt,Nirvana Zenith,Wireless,Bluetooth,Dynamic,18,20000,18,110.9,0.0079,10.1,True,False,True,31.4,5.2,"aptX,AAC,SBC",USB-C,Not Rated,Forest Green,80,2018,1,3.9,4081,Hi-Fi/Reference,In-Ear,Budget,Average,Medium,Standard,boAt Nirvana Zenith
Jabra,Elite 8 Active,Wireless,Bluetooth,Balanced Armature,15,24000,18,107.6,0.0136,6.5,True,False,False,19.3,5.0,"LDAC,AAC,SBC",USB-C,IPX8,Carbon,130,2024,2,4.4,2400,Bass/Casual,In-Ear,Mid-Range,Good,Low,Extended,Jabra Elite 8 Active
Anker Soundcore,Life P3,Wireless,Bluetooth,Dynamic,10,22000,18,107.3,0.0076,6.6,True,False,True,10.9,Multipoint 5.3,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IPX2,Champagne,210,2021,1,3.8,320,Studio/Pro,In-Ear,Mid-Range,Average,Low,Standard,Anker Soundcore Life P3
Philips,TAT1108,Wireless,Bluetooth,Balanced Armature,20,24000,32,109.0,0.0141,11.0,True,False,True,27.1,Multipoint 5.3,"LHDC,AAC,SBC",Lightning,IP57,Indigo,160,2018,2,4.2,7867,Commuting/Travel,In-Ear,Mid-Range,Good,Medium,Extended,Philips TAT1108
Apple,AirPods Pro,Wireless,Bluetooth,Dynamic,20,20000,16,100.7,0.012,4.1,True,True,False,22.9,5.2,"aptX,AAC,SBC",Lightning,IPX2,Graphite,130,2022,1,4.6,1060,Budget/Everyday,In-Ear,Mid-Range,Excellent,Medium,Standard,Apple AirPods Pro
Sony,WF-1000XM5,Wireless,Bluetooth,Dynamic,18,40000,18,107.3,0.0078,8.9,True,False,True,33.8,5.2,"aptX,AAC,SBC",Micro-USB,IPX4,White,120,2018,1,4.8,3579,Hi-Fi/Reference,In-Ear,Mid-Range,Excellent,Medium,Standard,Sony WF-1000XM5
Sony,LinkBuds S,Wireless,Bluetooth,Dynamic,18,22000,32,111.7,0.0109,6.0,True,True,True,31.2,4.2,SBC,USB-C,IP57,Sand,240,2018,2,4.3,3042,Sport/Fitness,In-Ear,Mid-Range,Good,Medium,Extended,Sony LinkBuds S
Redmi,Buds 4,Wireless,Bluetooth,Dynamic,15,22000,32,106.8,0.0062,11.3,True,False,False,32.2,5.1,SBC,Micro-USB,IP57,Space Gray,150,2023,1,4.1,3878,Budget/Everyday,In-Ear,Mid-Range,Good,Medium,Standard,Redmi Buds 4
pTron,Bassbuds Jade,Wireless,Bluetooth,Hybrid,20,24000,18,108.4,0.0042,7.3,True,True,False,53.9,5.1,"aptX HD,aptX,AAC,SBC",Lightning,IPX2,Brown,310,2023,2,4.0,2417,Work/Office,In-Ear,Premium,Good,High,Extended,pTron Bassbuds Jade
Sennheiser,CX Plus,Wireless,Bluetooth,Planar,18,40000,18,104.1,0.0073,10.8,True,True,True,35.5,5.0,"AAC,SBC",Lightning,IP57,Gunmetal,240,2021,1,4.0,2311,Sport/Fitness,In-Ear,Mid-Range,Good,Medium,Standard,Sennheiser CX Plus
Huawei,FreeBuds Pro 2,Wireless,Bluetooth,Hybrid,10,40000,16,106.0,0.012,11.4,True,False,False,46.7,5.0,SBC,USB-C,Not Rated,Dark Green,130,2018,2,4.6,18548,Studio/Pro,In-Ear,Mid-Range,Excellent,High,Extended,Huawei FreeBuds Pro 2
Noise,Buds VS402,Wireless,Bluetooth,Hybrid,15,20000,16,106.9,0.0033,9.9,True,False,True,24.2,5.0,SBC,USB-C,IP54,Black,90,2021,1,4.4,888,Music/Casual,In-Ear,Budget,Good,Medium,Standard,Noise Buds VS402
Huawei,FreeBuds Pro 2,Wireless,Bluetooth,Dynamic,18,24000,32,101.0,0.0123,8.0,True,True,False,14.4,5.0,"aptX HD,aptX,AAC,SBC",Micro-USB,IPX4,Forest Green,270,2018,2,4.4,26849,Hi-Fi/Reference,In-Ear,Premium,Good,Low,Extended,Huawei FreeBuds Pro 2
Shokz,OpenFit,Wireless,Bluetooth,Planar,18,40000,22,108.4,0.0141,8.7,True,False,True,39.8,5.0,SBC,USB-C,Not Rated,Forest Green,110,2018,1,3.9,5743,Budget/Everyday,In-Ear,Mid-Range,Average,Medium,Standard,Shokz OpenFit
Sony,LinkBuds,Wireless,Bluetooth,Dynamic,18,22000,18,109.1,0.0123,4.8,True,False,False,21.9,5.0,SBC,USB-C,IPX7,Indigo,120,2024,1,4.5,1730,Gaming,In-Ear,Mid-Range,Excellent,Medium,Standard,Sony LinkBuds
Skullcandy,Dime 3,Wireless,Bluetooth,Dynamic,10,40000,32,106.8,0.0125,6.8,True,False,True,20.0,5.3,SBC,Micro-USB,IPX4,Gunmetal,120,2018,1,4.5,1666,Sport/Fitness,In-Ear,Mid-Range,Excellent,Medium,Standard,Skullcandy Dime 3
Edifier,NeoBuds Pro,Wireless,Bluetooth,Hybrid,15,22000,22,107.9,0.0098,7.7,True,True,False,20.7,Multipoint 5.3,SBC,USB-C,IP57,Silver,260,2024,1,4.4,6996,Sport/Fitness,In-Ear,Premium,Good,Medium,Standard,Edifier NeoBuds Pro
Sennheiser,CX True Wireless,Wireless,Bluetooth,Hybrid,18,24000,18,105.3,0.0032,4.1,True,True,True,34.4,5.3,"aptX,AAC,SBC",USB-C,IPX4,Matte Black,270,2018,1,4.4,1155,Work/Office,In-Ear,Premium,Good,Medium,Standard,Sennheiser CX True Wireless
CMF,Buds,Wireless,Bluetooth,Planar,15,20000,16,107.3,0.0127,8.1,True,True,False,23.4,4.2,"AAC,SBC",USB-C,Not Rated,Sand,300,2024,2,4.8,994,Music/Casual,In-Ear,Premium,Excellent,Medium,Extended,CMF Buds
Realme,Buds T310,Wireless,Bluetooth,Balanced Armature,20,24000,16,100.7,0.0086,5.3,True,True,True,53.4,5.1,"AAC,SBC",USB-C,Not Rated,Cream,170,2020,2,3.6,746,Sport/Fitness,In-Ear,Mid-Range,Average,High,Extended,Realme Buds T310
Skullcandy,Dime 3,Wireless,Bluetooth,Balanced Armature,20,40000,32,103.9,0.009,4.9,True,False,True,28.5,4.2,"aptX,AAC,SBC",USB-C,Not Rated,Space Gray,110,2022,2,4.2,1675,Bass/Casual,In-Ear,Mid-Range,Good,Medium,Extended,Skullcandy Dime 3
boAt,Nirvana Ion,Wireless,Bluetooth,Balanced Armature,10,40000,22,102.1,0.0134,10.8,True,True,True,27.4,5.2,"AAC,SBC",Micro-USB,IPX4,Indigo,170,2024,1,4.4,1346,Studio/Pro,In-Ear,Mid-Range,Good,Medium,Standard,boAt Nirvana Ion
Samsung,Galaxy Buds3,Wireless,Bluetooth,Planar,18,20000,22,111.8,0.0053,8.9,True,True,False,15.2,5.0,SBC,USB-C,IPX8,White,350,2018,1,4.2,44796,Music/Casual,In-Ear,Premium,Good,Low,Standard,Samsung Galaxy Buds3
Boult,Z40,Wireless,Bluetooth,Balanced Armature,15,40000,18,107.6,0.0131,11.5,True,False,True,22.5,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX4,Gunmetal,170,2020,1,4.2,2870,Music/Audiophile,In-Ear,Mid-Range,Good,Medium,Standard,Boult Z40
Philips,TAT3508,Wireless,Bluetooth,Balanced Armature,18,24000,22,109.3,0.0093,10.6,True,True,True,53.7,5.1,"aptX HD,aptX,AAC,SBC",USB-C,Not Rated,Graphite,210,2023,1,4.4,244,Work/Office,In-Ear,Mid-Range,Good,High,Standard,Philips TAT3508
Noise,Air Buds Lite,Wireless,Bluetooth,Planar,10,22000,32,101.7,0.01,7.0,True,False,True,39.3,5.1,"AAC,SBC",USB-C,IPX4,White,170,2021,2,4.2,507,Hi-Fi/Reference,In-Ear,Mid-Range,Good,Medium,Extended,Noise Air Buds Lite
boAt,Airdopes 311 Pro,Wireless,Bluetooth,Dynamic,20,40000,16,101.2,0.0132,10.1,True,True,False,13.8,5.2,"aptX,AAC,SBC",USB-C,IP54,Cosmic Black,170,2022,1,4.4,682,Studio/Pro,In-Ear,Mid-Range,Good,Low,Standard,boAt Airdopes 311 Pro
Redmi,Buds 5,Wireless,Bluetooth,Balanced Armature,15,20000,18,106.3,0.0037,5.8,True,True,False,19.5,5.3,"LHDC,AAC,SBC",Lightning,IPX4,Silver,230,2022,2,4.4,4232,Studio/Pro,In-Ear,Mid-Range,Good,Low,Extended,Redmi Buds 5
Noise,Air Buds Pro,Wireless,Bluetooth,Hybrid,20,20000,16,107.2,0.0055,9.9,True,True,False,19.5,4.2,"AAC,SBC",Lightning,Not Rated,Space Gray,240,2020,1,4.0,3946,Hi-Fi/Reference,In-Ear,Mid-Range,Good,Low,Standard,Noise Air Buds Pro
CMF,Buds,Wireless,Bluetooth,Dynamic,10,40000,32,109.0,0.0132,5.6,True,True,False,17.5,5.3,SBC,USB-C,IPX7,Indigo,230,2019,2,3.9,6478,Work/Office,In-Ear,Mid-Range,Average,Low,Extended,CMF Buds
Beats,Fit Pro,Wireless,Bluetooth,Dynamic,15,20000,22,106.5,0.0113,12.0,True,False,False,29.6,5.0,"AAC,SBC",USB-C,IPX2,Red,90,2019,1,4.5,12950,Hi-Fi/Reference,In-Ear,Budget,Excellent,Medium,Standard,Beats Fit Pro
Samsung,Galaxy Buds3,Wireless,Bluetooth,Dynamic,15,24000,16,100.9,0.0115,9.3,True,False,False,23.4,5.3,"AAC,SBC",USB-C,IP55,Brown,140,2019,2,3.8,3331,Hi-Fi/Reference,In-Ear,Mid-Range,Average,Medium,Extended,Samsung Galaxy Buds3
Redmi,Buds 5,Wireless,Bluetooth,Planar,18,40000,18,111.1,0.0042,11.6,True,False,False,26.5,5.1,"AAC,SBC",Micro-USB,IPX4,Cream,140,2024,1,4.8,1132,Studio/Pro,In-Ear,Mid-Range,Excellent,Medium,Standard,Redmi Buds 5
Boult,Z20,Wireless,Bluetooth,Balanced Armature,10,24000,18,111.6,0.0133,7.9,True,False,False,21.9,5.0,"aptX HD,aptX,AAC,SBC",Micro-USB,IPX2,Space Gray,200,2021,2,4.4,551,Sport/Fitness,In-Ear,Mid-Range,Good,Medium,Extended,Boult Z20
JBL,Wave Buds,Wireless,Bluetooth,Planar,18,24000,22,102.8,0.0126,8.1,True,True,False,27.2,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX8,Pearl White,270,2021,1,3.6,3958,Sport/Fitness,In-Ear,Premium,Average,Medium,Standard,JBL Wave Buds
Sennheiser,Momentum True Wireless 4,Wireless,Bluetooth,Dynamic,20,20000,22,101.1,0.0144,8.6,True,False,False,22.0,5.3,"LDAC,AAC,SBC",USB-C,Not Rated,Dark Green,160,2023,2,4.3,4337,Gaming,In-Ear,Mid-Range,Good,Medium,Extended,Sennheiser Momentum True Wireless 4
Samsung,Galaxy Buds Live,Wireless,Bluetooth,Dynamic,20,20000,18,104.6,0.011,6.2,True,True,True,24.6,5.0,"aptX HD,aptX,AAC,SBC",Lightning,IP54,Rose Gold,260,2023,2,4.6,631,Hi-Fi/Reference,In-Ear,Premium,Excellent,Medium,Extended,Samsung Galaxy Buds Live
Sennheiser,CX Plus,Wireless,Bluetooth,Dynamic,20,24000,18,100.6,0.0059,6.5,True,True,True,43.2,5.0,"LDAC,AAC,SBC",USB-C,IP57,Black,200,2021,2,4.9,4661,Bass/Casual,In-Ear,Mid-Range,Excellent,High,Extended,Sennheiser CX Plus
Anker Soundcore,Liberty 4,Wireless,Bluetooth,Dynamic,20,24000,22,109.6,0.0132,10.3,True,True,False,46.6,5.2,"AAC,SBC",USB-C,IPX8,Forest Green,250,2021,1,4.5,2232,Music/Audiophile,In-Ear,Premium,Excellent,High,Standard,Anker Soundcore Liberty 4
Realme,Buds T300,Wireless,Bluetooth,Balanced Armature,20,22000,18,107.1,0.0052,4.8,True,True,False,55.6,5.3,"LDAC,AAC,SBC",USB-C,IPX4,Black,200,2021,2,3.7,1314,Studio/Pro,In-Ear,Mid-Range,Average,High,Extended,Realme Buds T300
Samsung,Galaxy Buds2 Pro,Wireless,Bluetooth,Balanced Armature,18,22000,18,106.2,0.0089,5.7,True,True,False,13.8,5.0,SBC,USB-C,IP55,Gunmetal,240,2021,1,4.2,650,Sport/Fitness,In-Ear,Mid-Range,Good,Low,Standard,Samsung Galaxy Buds2 Pro
CMF,Buds Pro 2,Wireless,Bluetooth,Balanced Armature,15,24000,16,100.3,0.0107,7.4,True,True,True,25.7,Multipoint 5.3,"aptX,AAC,SBC",USB-C,IPX4,Champagne,180,2020,2,4.2,507,Music/Audiophile,In-Ear,Mid-Range,Good,Medium,Extended,CMF Buds Pro 2
Logitech,G Fits,Wireless,Bluetooth,Planar,15,22000,16,109.1,0.0147,6.7,True,False,True,14.1,5.0,"AAC,SBC",USB-C,Not Rated,Cosmic Black,150,2021,1,4.3,2198,Hi-Fi/Reference,In-Ear,Mid-Range,Good,Low,Standard,Logitech G Fits
Logitech,G Fits,Wireless,Bluetooth,Dynamic,18,22000,32,102.6,0.0094,11.3,True,True,False,20.6,5.3,"AAC,SBC",USB-C,IPX4,Silver,160,2023,2,4.2,450,Gaming,In-Ear,Mid-Range,Good,Medium,Extended,Logitech G Fits
Nothing,Ear 2,Wireless,Bluetooth,Hybrid,10,20000,32,109.7,0.0119,11.0,True,True,False,52.2,5.3,SBC,USB-C,IPX2,Rose Gold,270,2019,2,4.5,1335,Sport/Fitness,In-Ear,Premium,Excellent,High,Extended,Nothing Ear 2
Noise,Buds VS402,Wireless,Bluetooth,Dynamic,18,40000,18,109.6,0.0033,6.2,True,False,False,52.8,5.3,"aptX,AAC,SBC",Micro-USB,Not Rated,Forest Green,100,2024,1,4.3,112,Studio/Pro,In-Ear,Mid-Range,Good,High,Standard,Noise Buds VS402
Noise,Combat Z,Wireless,Bluetooth,Dynamic,10,24000,18,108.9,0.0112,10.3,True,False,False,55.8,5.3,"aptX,AAC,SBC",Lightning,Not Rated,Matte Black,110,2021,1,4.6,2353,Sport/Fitness,In-Ear,Mid-Range,Excellent,High,Standard,Noise Combat Z
Oppo,Enco X2,Wireless,Bluetooth,Dynamic,20,20000,32,111.7,0.009,6.8,True,True,False,24.8,5.2,"LDAC,aptX,AAC,SBC",USB-C,IP54,Gunmetal,360,2020,2,4.3,8124,Commuting/Travel,In-Ear,Premium,Good,Medium,Extended,Oppo Enco X2
JBL,Wave Beam,Wireless,Bluetooth,Hybrid,15,40000,16,103.9,0.0096,9.6,True,False,True,37.2,Multipoint 5.3,"aptX HD,aptX,AAC,SBC",USB-C,IP54,Brown,180,2021,1,3.6,1436,Work/Office,In-Ear,Mid-Range,Average,Medium,Standard,JBL Wave Beam
pTron,Bassbuds Duo,Wireless,Bluetooth,Dynamic,10,24000,16,106.6,0.0062,10.3,True,True,False,17.1,5.0,SBC,USB-C,Not Rated,White,120,2023,2,4.4,1007,Sport/Fitness,In-Ear,Mid-Range,Good,Low,Extended,pTron Bassbuds Duo
Sennheiser,Momentum True Wireless 3,Wireless,Bluetooth,Dynamic,18,22000,18,104.9,0.005,4.5,True,True,True,48.7,5.2,"LDAC,AAC,SBC",USB-C,Not Rated,Titanium,310,2024,1,4.6,3631,Music/Casual,In-Ear,Premium,Excellent,High,Standard,Sennheiser Momentum True Wireless 3
Jabra,Elite 7 Pro,Wireless,Bluetooth,Dynamic,15,40000,18,108.5,0.0116,5.3,True,True,False,21.8,5.3,"aptX Adaptive,aptX HD,AAC,SBC",Lightning,IPX4,Pearl White,150,2022,1,4.1,2031,Bass/Casual,In-Ear,Mid-Range,Good,Medium,Standard,Jabra Elite 7 Pro
Redmi,Buds 4,Wireless,Bluetooth,Planar,15,22000,16,110.8,0.0138,6.0,True,False,False,32.2,Multipoint 5.3,"LDAC,AAC,SBC",Micro-USB,IPX4,Carbon,170,2021,2,4.0,978,Work/Office,In-Ear,Mid-Range,Good,Medium,Extended,Redmi Buds 4
pTron,Bassbuds Jade,Wireless,Bluetooth,Hybrid,10,20000,18,111.2,0.0075,9.3,True,True,True,29.8,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IP54,Cosmic Black,270,2021,1,4.0,2520,Commuting/Travel,In-Ear,Premium,Good,Medium,Standard,pTron Bassbuds Jade
Nothing,Ear,Wireless,Bluetooth,Balanced Armature,20,40000,16,111.2,0.011,9.4,True,True,True,39.2,Multipoint 5.3,"aptX Adaptive,aptX HD,AAC,SBC",Lightning,IPX2,Graphite,340,2023,2,4.4,1142,Music/Audiophile,In-Ear,Premium,Good,Medium,Extended,Nothing Ear
Oppo,Enco Air 2,Wireless,Bluetooth,Balanced Armature,20,24000,18,100.1,0.0124,11.6,True,True,False,26.3,Multipoint 5.3,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,Not Rated,Brown,200,2021,1,4.7,468,Studio/Pro,In-Ear,Mid-Range,Excellent,Medium,Standard,Oppo Enco Air 2
OnePlus,Buds Z2,Wireless,Bluetooth,Dynamic,18,24000,16,102.2,0.0055,10.4,True,False,False,32.6,5.0,"aptX,AAC,SBC",USB-C,Not Rated,Forest Green,100,2019,1,4.6,2265,Bass/Casual,In-Ear,Mid-Range,Excellent,Medium,Standard,OnePlus Buds Z2
Shokz,OpenFit,Wireless,Bluetooth,Balanced Armature,15,24000,16,106.9,0.0108,9.7,True,False,True,22.0,4.2,SBC,Micro-USB,IP54,Space Gray,120,2024,1,4.2,1591,Gaming,In-Ear,Mid-Range,Good,Medium,Standard,Shokz OpenFit
Noise,Buds VS104,Wireless,Bluetooth,Balanced Armature,10,20000,16,106.8,0.0046,7.3,True,True,False,21.7,5.2,"AAC,SBC",USB-C,IP54,Cream,220,2018,1,4.9,10441,Studio/Pro,In-Ear,Mid-Range,Excellent,Medium,Standard,Noise Buds VS104
Nothing,Ear (a),Wireless,Bluetooth,Balanced Armature,18,40000,18,109.9,0.0101,9.3,True,True,True,26.8,5.2,"LDAC,aptX,AAC,SBC",Micro-USB,Not Rated,Forest Green,290,2019,2,4.6,977,Commuting/Travel,In-Ear,Premium,Excellent,Medium,Extended,Nothing Ear (a)
JBL,Live Beam 3,Wireless,Bluetooth,Hybrid,10,20000,16,103.9,0.0121,10.5,True,True,False,56.3,5.2,"aptX,AAC,SBC",USB-C,Not Rated,Black,200,2022,1,4.3,5544,Commuting/Travel,In-Ear,Mid-Range,Good,High,Standard,JBL Live Beam 3
Xiaomi,Buds 5 Pro,Wireless,Bluetooth,Dynamic,10,24000,18,104.5,0.0106,4.7,True,True,False,29.5,5.2,"aptX,AAC,SBC",USB-C,IPX7,White,210,2023,2,4.2,2142,Work/Office,In-Ear,Mid-Range,Good,Medium,Extended,Xiaomi Buds 5 Pro
Beats,Fit Pro,Wireless,Bluetooth,Hybrid,20,20000,32,102.5,0.0079,10.8,True,True,True,31.7,Multipoint 5.3,"aptX,AAC,SBC",Lightning,Not Rated,Dark Green,230,2022,2,5.0,22758,Hi-Fi/Reference,In-Ear,Mid-Range,Excellent,Medium,Extended,Beats Fit Pro
Skullcandy,Dime 3,Wireless,Bluetooth,Balanced Armature,15,24000,18,111.5,0.0139,4.2,True,False,True,40.0,Multipoint 5.3,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IP57,Indigo,150,2018,2,4.6,8389,Studio/Pro,In-Ear,Mid-Range,Excellent,High,Extended,Skullcandy Dime 3
Noise,Combat X,Wireless,Bluetooth,Balanced Armature,10,20000,18,105.1,0.0132,11.5,True,False,True,49.0,5.2,"AAC,SBC",Micro-USB,Not Rated,Cosmic Black,130,2019,1,4.0,257,Commuting/Travel,In-Ear,Mid-Range,Good,High,Standard,Noise Combat X
Xiaomi,Buds 4 Pro,Wireless,Bluetooth,Balanced Armature,15,40000,16,105.8,0.0132,7.4,True,True,True,21.0,5.2,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IP54,Cosmic Black,430,2022,1,4.6,580,Bass/Casual,In-Ear,Premium,Excellent,Medium,Standard,Xiaomi Buds 4 Pro
Redmi,Buds 5 Pro,Wireless,Bluetooth,Dynamic,15,24000,18,109.3,0.0082,8.5,True,False,False,40.2,5.0,"AAC,SBC",USB-C,Not Rated,Rose Gold,140,2018,2,3.7,2081,Budget/Everyday,In-Ear,Mid-Range,Average,High,Extended,Redmi Buds 5 Pro
Redmi,Buds 4,Wireless,Bluetooth,Planar,18,40000,18,102.9,0.0126,6.5,True,False,False,40.9,5.2,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IPX4,Champagne,270,2022,1,4.6,4101,Commuting/Travel,In-Ear,Premium,Excellent,High,Standard,Redmi Buds 4
Sony,LinkBuds,Wireless,Bluetooth,Dynamic,15,24000,16,100.6,0.0038,8.2,True,True,True,42.3,5.2,SBC,USB-C,Not Rated,Silver,140,2022,1,4.4,5353,Music/Casual,In-Ear,Mid-Range,Good,High,Standard,Sony LinkBuds
Logitech,Zone True Wireless,Wireless,Bluetooth,Dynamic,10,40000,16,102.6,0.0081,10.6,True,True,True,57.3,5.0,SBC,USB-C,IPX7,Rose Gold,180,2023,1,4.4,8705,Studio/Pro,In-Ear,Mid-Range,Good,High,Standard,Logitech Zone True Wireless
Jabra,Elite 5,Wireless,Bluetooth,Hybrid,18,20000,16,105.2,0.0064,4.4,True,False,False,19.2,5.3,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,Not Rated,Carbon,220,2021,1,4.2,4784,Budget/Everyday,In-Ear,Mid-Range,Good,Low,Standard,Jabra Elite 5
Shokz,OpenFit Air,Wireless,Bluetooth,Planar,18,20000,32,107.7,0.0112,10.3,True,False,False,17.5,5.3,"LDAC,aptX,AAC,SBC",USB-C,Not Rated,Dark Green,230,2020,1,4.4,788,Budget/Everyday,In-Ear,Mid-Range,Good,Low,Standard,Shokz OpenFit Air
Redmi,Buds 5,Wireless,Bluetooth,Planar,15,22000,22,111.5,0.0139,11.7,True,True,False,37.5,5.2,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IPX7,Sand,160,2024,2,4.6,4863,Sport/Fitness,In-Ear,Mid-Range,Excellent,Medium,Extended,Redmi Buds 5
Skullcandy,Dime 3,Wireless,Bluetooth,Dynamic,18,22000,22,103.5,0.0144,4.6,True,False,False,37.0,5.1,"aptX HD,aptX,AAC,SBC",USB-C,Not Rated,Space Gray,240,2019,1,3.9,255,Work/Office,In-Ear,Mid-Range,Average,Medium,Standard,Skullcandy Dime 3
Xiaomi,Buds 5 Pro,Wireless,Bluetooth,Balanced Armature,10,20000,16,101.4,0.0076,4.8,True,True,False,48.0,5.2,"AAC,SBC",USB-C,IPX8,Space Gray,200,2019,1,3.7,577,Studio/Pro,In-Ear,Mid-Range,Average,High,Standard,Xiaomi Buds 5 Pro
Noise,Buds VS102,Wireless,Bluetooth,Hybrid,18,20000,18,109.2,0.0064,4.8,True,False,False,24.6,5.3,"aptX,AAC,SBC",Micro-USB,Not Rated,Pearl White,160,2020,1,4.5,2441,Commuting/Travel,In-Ear,Mid-Range,Excellent,Medium,Standard,Noise Buds VS102
boAt,Airdopes 141,Wireless,Bluetooth,Hybrid,15,40000,16,105.1,0.0073,5.3,True,True,False,17.6,4.2,"aptX,AAC,SBC",USB-C,Not Rated,Black,190,2019,2,4.0,2811,Music/Casual,In-Ear,Mid-Range,Good,Low,Extended,boAt Airdopes 141
Jabra,Elite 5,Wireless,Bluetooth,Balanced Armature,10,22000,22,100.4,0.0037,4.1,True,False,False,49.8,5.0,"aptX,AAC,SBC",USB-C,IPX4,Rose Gold,180,2020,2,4.4,4951,Work/Office,In-Ear,Mid-Range,Good,High,Extended,Jabra Elite 5
Jabra,Elite 8 Active,Wireless,Bluetooth,Balanced Armature,18,20000,16,111.6,0.0141,11.2,True,False,True,27.6,4.2,"LDAC,AAC,SBC",Lightning,IPX8,Matte Black,110,2020,2,3.9,2147,Sport/Fitness,In-Ear,Mid-Range,Average,Medium,Extended,Jabra Elite 8 Active
Anker Soundcore,Liberty 4 NC,Wireless,Bluetooth,Hybrid,10,40000,32,102.2,0.0107,11.1,True,False,False,30.9,5.0,"aptX,AAC,SBC",Micro-USB,IP54,Red,160,2021,1,4.2,2551,Commuting/Travel,In-Ear,Mid-Range,Good,Medium,Standard,Anker Soundcore Liberty 4 NC
CMF,Buds,Wireless,Bluetooth,Dynamic,18,22000,16,103.5,0.0075,7.0,True,True,True,11.0,5.3,"LHDC,AAC,SBC",USB-C,IPX4,Cosmic Black,280,2024,1,4.3,1374,Work/Office,In-Ear,Premium,Good,Low,Standard,CMF Buds
Philips,TAT3508,Wireless,Bluetooth,Balanced Armature,15,22000,16,105.1,0.0059,10.3,True,True,False,24.7,4.2,"LDAC,AAC,SBC",USB-C,IPX4,Brown,340,2020,2,4.0,1034,Music/Audiophile,In-Ear,Premium,Good,Medium,Extended,Philips TAT3508
Logitech,G Fits,Wireless,Bluetooth,Hybrid,18,24000,22,109.6,0.0148,6.1,True,False,True,17.5,5.3,SBC,Micro-USB,IPX2,Cosmic Black,100,2018,2,4.4,788,Studio/Pro,In-Ear,Mid-Range,Good,Low,Extended,Logitech G Fits
Boult,Curve Max,Wireless,Bluetooth,Planar,18,24000,18,100.4,0.0103,10.3,True,True,False,40.6,5.0,"LDAC,AAC,SBC",USB-C,IPX2,White,400,2019,1,4.1,6074,Work/Office,In-Ear,Premium,Good,High,Standard,Boult Curve Max
Logitech,Zone True Wireless,Wireless,Bluetooth,Dynamic,20,24000,18,103.3,0.0061,9.4,True,True,False,26.2,5.2,SBC,USB-C,IP57,Silver,190,2020,1,4.6,501,Music/Audiophile,In-Ear,Mid-Range,Excellent,Medium,Standard,Logitech Zone True Wireless
boAt,Airdopes 280 ANC,Wireless,Bluetooth,Dynamic,10,22000,32,111.5,0.0091,6.0,True,True,False,34.3,Multipoint 5.3,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IPX8,Gunmetal,350,2022,2,4.9,2333,Work/Office,In-Ear,Premium,Excellent,Medium,Extended,boAt Airdopes 280 ANC
